"","counts","category","cycle_no","lambda_cycle","lambda_annualized","Rotation","Corn_weed_management"
"59",1232.31943220459,"top",31,0.85901670064765,0.92683153844032,"2-year","conventional"
"60",334.863076189581,"bottom",31,1.13127734643887,1.06361522480589,"2-year","conventional"
"61",1142.67070150735,"top",32,0.927252035183071,0.962939268688878,"2-year","conventional"
"62",309.718134852299,"bottom",32,0.924909782161096,0.961722299918795,"2-year","conventional"
"63",1040.71841246434,"top",33,0.910777191619145,0.954346473571912,"2-year","conventional"
"64",285.394395079494,"bottom",33,0.921464915884228,0.959929641111383,"2-year","conventional"
"65",916.401516128713,"top",34,0.880547038616088,0.938374679227913,"2-year","conventional"
"66",258.938735915426,"bottom",34,0.907301405983465,0.952523703633387,"2-year","conventional"
"67",964.551834469814,"top",35,1.05254281828833,1.02593509457876,"2-year","conventional"
"68",240.430510703103,"bottom",35,0.928522763707444,0.963598860370561,"2-year","conventional"
"69",947.687013549638,"top",36,0.982515381426395,0.991219138952833,"2-year","conventional"
"70",235.679300129291,"bottom",36,0.980238736922708,0.990070066673419,"2-year","conventional"
"71",863.598258813206,"top",37,0.911269487146953,0.954604361579683,"2-year","conventional"
"72",227.489993575484,"bottom",37,0.965252329969945,0.982472559397943,"2-year","conventional"
"73",865.429450392547,"top",38,1.00212042064774,1.00105964889598,"2-year","conventional"
"74",214.4209549744,"bottom",38,0.942551149632226,0.970850734990826,"2-year","conventional"
"75",1005.85676917078,"top",39,1.16226316161825,1.07808309587816,"2-year","conventional"
"76",211.348746769124,"bottom",39,0.985672071063935,0.992810188839707,"2-year","conventional"
"77",907.824432739645,"top",40,0.90253847323416,0.950020248854813,"2-year","conventional"
"78",239.224059609131,"bottom",40,1.13189249175183,1.06390436212652,"2-year","conventional"
"79",851.934212501413,"top",41,0.938434990045855,0.968728543011846,"2-year","conventional"
"80",223.441840744275,"bottom",41,0.934027459902475,0.966450960940324,"2-year","conventional"
"81",837.739689562932,"top",42,0.983338475283434,0.991634244710939,"2-year","conventional"
"82",207.271991453399,"bottom",42,0.927632849617533,0.963136983828122,"2-year","conventional"
"83",792.628623870984,"top",43,0.946151452230366,0.972703167585244,"2-year","conventional"
"84",201.992827645609,"bottom",43,0.97453025963242,0.987182991968774,"2-year","conventional"
"85",717.850927510556,"top",44,0.905658597092755,0.951660967515614,"2-year","conventional"
"86",191.839972070732,"bottom",44,0.949736554048889,0.974544280188894,"2-year","conventional"
"87",667.865066880776,"top",45,0.930367352448611,0.964555520666701,"2-year","conventional"
"88",183.333179155406,"bottom",45,0.955656827805469,0.977577018861158,"2-year","conventional"
"89",639.575442442919,"top",46,0.957641706624989,0.978591695563062,"2-year","conventional"
"90",163.88612517151,"bottom",46,0.893925070881954,0.94547610804396,"2-year","conventional"
"91",566.856986046601,"top",47,0.886301987895966,0.941436130545225,"2-year","conventional"
"92",154.713970845897,"bottom",47,0.944033368804012,0.97161379611655,"2-year","conventional"
"93",483.430170194026,"top",48,0.852825636966364,0.923485591098402,"2-year","conventional"
"94",140.008883806222,"bottom",48,0.904953075929249,0.951290216458284,"2-year","conventional"
"95",501.521366644284,"top",49,1.037422563931,1.0185394267926,"2-year","conventional"
"96",122.428815784925,"bottom",49,0.874436053317672,0.935112855925782,"2-year","conventional"
"97",462.118131793005,"top",50,0.921432589971333,0.959912803316704,"2-year","conventional"
"98",120.818338278257,"bottom",50,0.986845600879635,0.993401027218935,"2-year","conventional"
"99",435.606354922401,"top",51,0.942629870921231,0.970891276570776,"2-year","conventional"
"100",112.446100633596,"bottom",51,0.930703916607603,0.964729970824792,"2-year","conventional"
"101",430.13911493391,"top",52,0.987449127115088,0.993704748461578,"2-year","conventional"
"102",105.94650832736,"bottom",52,0.942198152985181,0.970668920376655,"2-year","conventional"
"103",386.490292136216,"top",53,0.89852393962265,0.947905026689199,"2-year","conventional"
"104",104.292918205317,"bottom",53,0.984392216901255,0.992165418113963,"2-year","conventional"
"105",354.282197467886,"top",54,0.916665191018618,0.957426337123968,"2-year","conventional"
"106",95.4854376324392,"bottom",54,0.915550540492701,0.956844052337005,"2-year","conventional"
"107",336.536264284098,"top",55,0.949910175248372,0.974633354266296,"2-year","conventional"
"108",86.4396304145906,"bottom",55,0.90526505986526,0.951454181695188,"2-year","conventional"
"109",292.036958715818,"top",56,0.867772628715239,0.931543143775552,"2-year","conventional"
"110",83.0476209962175,"bottom",56,0.960758631172946,0.980182958009854,"2-year","conventional"
"111",283.740801544087,"top",57,0.971592098451469,0.985693714320767,"2-year","conventional"
"112",74.0981809448104,"bottom",57,0.89223724961592,0.944583108898269,"2-year","conventional"
"113",303.566042461528,"top",58,1.06987095549725,1.03434566538331,"2-year","conventional"
"114",69.5264762644494,"bottom",58,0.938302065960754,0.968659933083202,"2-year","conventional"
"115",283.643062315291,"top",59,0.934370195082797,0.966628261061509,"2-year","conventional"
"116",73.1711315390977,"bottom",59,1.05242111308483,1.02587577858376,"2-year","conventional"
"117",270.228225458983,"top",60,0.952705217794483,0.976066195395826,"2-year","conventional"
"118",70.4679839221928,"bottom",60,0.963057184438094,0.981354769916616,"2-year","conventional"
"119",254.86080728508,"top",61,0.943131705994806,0.971149682590077,"2-year","conventional"
"120",65.6373557613928,"bottom",61,0.931449320784688,0.96511622138719,"2-year","conventional"
"121",229.637746840103,"top",62,0.901032015421804,0.949227062099372,"2-year","conventional"
"122",62.0909685872361,"bottom",62,0.945969987166322,0.972609884365937,"2-year","conventional"
"123",222.922449462595,"top",63,0.970756996748515,0.985270012102528,"2-year","conventional"
"124",56.4220738522337,"bottom",63,0.908700172279681,0.953257663110914,"2-year","conventional"
"125",220.202054238657,"top",64,0.98779667444667,0.993879607621904,"2-year","conventional"
"126",57.0430939919546,"bottom",64,1.01100668758379,1.00548828316584,"2-year","conventional"
"127",187.000653911362,"top",65,0.849223021819265,0.921532973810088,"2-year","conventional"
"128",53.5684862148933,"bottom",65,0.939088020408721,0.969065539790122,"2-year","conventional"
"129",173.671016372292,"top",66,0.928718765093793,0.963700557794688,"2-year","conventional"
"130",47.3742192736534,"bottom",66,0.884367332756219,0.940408067147565,"2-year","conventional"
"131",196.703844511286,"top",67,1.13262332783048,1.06424777558164,"2-year","conventional"
"132",44.1854040858064,"bottom",67,0.932688807610167,0.965758151718207,"2-year","conventional"
"133",173.702592103549,"top",68,0.883066584362474,0.93971622544387,"2-year","conventional"
"134",46.0578931226519,"bottom",68,1.04237799960388,1.02096914723408,"2-year","conventional"
"135",165.182814193752,"top",69,0.950951924167498,0.975167639007519,"2-year","conventional"
"136",42.2344986485293,"bottom",69,0.916987204257458,0.957594488422661,"2-year","conventional"
"137",142.166572117669,"top",70,0.860662005376141,0.927718710265208,"2-year","conventional"
"138",40.4062588065412,"bottom",70,0.956712168949784,0.9781166438364,"2-year","conventional"
"139",121.665146783172,"top",71,0.855792926360156,0.925090766552211,"2-year","conventional"
"140",35.5399643594854,"bottom",71,0.879565824929379,0.93785170732338,"2-year","conventional"
"141",128.746280888218,"top",72,1.05820182930175,1.02868937454498,"2-year","conventional"
"142",30.5419006592655,"bottom",72,0.859367790871577,0.92702092256409,"2-year","conventional"
"143",118.069489357605,"top",73,0.917071068329473,0.957638276349412,"2-year","conventional"
"144",31.2995237590572,"bottom",73,1.02480602331348,1.01232703377588,"2-year","conventional"
"145",101.186751903249,"top",74,0.857010159472936,0.92574843206615,"2-year","conventional"
"146",28.7729140176299,"bottom",74,0.919276415805012,0.958789036131,"2-year","conventional"
"147",107.302595434545,"top",75,1.06044114882889,1.0297772326231,"2-year","conventional"
"148",25.2470345807306,"bottom",75,0.877458382048516,0.936727485477242,"2-year","conventional"
"149",90.767213225584,"top",76,0.845899513036032,0.919727955993528,"2-year","conventional"
"150",25.6693157135392,"bottom",76,1.01672596959688,1.00832830447076,"2-year","conventional"
"151",76.6735849027333,"top",77,0.844727762129,0.919090725733319,"2-year","conventional"
"152",22.4551454948683,"bottom",77,0.874785512222453,0.935299691127102,"2-year","conventional"
"153",69.0223636113068,"top",78,0.900210466210329,0.948794216998781,"2-year","conventional"
"154",19.1898765510322,"bottom",78,0.854587050233885,0.92443877581692,"2-year","conventional"
"155",68.0267201626777,"top",79,0.98557506007421,0.992761330871731,"2-year","conventional"
"156",17.1015347895864,"bottom",79,0.891174820437631,0.944020561448548,"2-year","conventional"
"157",56.3368877182983,"top",80,0.828158223468299,0.91003199035435,"2-year","conventional"
"158",16.4230271257344,"bottom",80,0.960324750251936,0.979961606519325,"2-year","conventional"
"159",55.910788016295,"top",81,0.992436577183072,0.996211110750664,"2-year","conventional"
"160",14.1234869829261,"bottom",81,0.859980737704258,0.927351463957575,"2-year","conventional"
"161",50.6055171653749,"top",82,0.905111856957303,0.951373668417044,"2-year","conventional"
"162",13.8025452262993,"bottom",82,0.977276025600849,0.988572721452928,"2-year","conventional"
"163",48.5071154273605,"top",83,0.958534131147065,0.979047563271093,"2-year","conventional"
"164",12.5103399118933,"bottom",83,0.906379200848852,0.952039495424876,"2-year","conventional"
"165",50.5718335028663,"top",84,1.04256526196858,1.02106085125647,"2-year","conventional"
"166",11.9914643795802,"bottom",84,0.958524265849897,0.97904252504674,"2-year","conventional"
"167",55.6378238007175,"top",85,1.10017414728624,1.04889186634573,"2-year","conventional"
"168",12.1292976723621,"bottom",85,1.01149428363533,1.00573072123473,"2-year","conventional"
"169",50.0592821366828,"top",86,0.899734725714367,0.948543475922093,"2-year","conventional"
"170",13.1678061711603,"bottom",86,1.0856198377557,1.04193082196262,"2-year","conventional"
"171",45.0366819922726,"top",87,0.899666956256056,0.948507752343678,"2-year","conventional"
"172",12.5966252559113,"bottom",87,0.956622925047306,0.978071022496478,"2-year","conventional"
"173",57.8672513880575,"top",88,1.28489153348345,1.13353056133633,"2-year","conventional"
"174",11.1218929911017,"bottom",88,0.882926400138992,0.939641633889746,"2-year","conventional"
"175",49.0116933445399,"top",89,0.846967709177472,0.920308485877139,"2-year","conventional"
"176",13.2141519713013,"bottom",89,1.18812076162516,1.09000952363966,"2-year","conventional"
"177",51.8676559233588,"top",90,1.05827104480439,1.02872301656199,"2-year","conventional"
"178",12.0589614470598,"bottom",90,0.912579291750967,0.955290161024893,"2-year","conventional"
"179",42.7366113314707,"top",91,0.823954940138794,0.907719637409478,"2-year","conventional"
"180",12.3293944564096,"bottom",91,1.02242589550825,1.01115077783101,"2-year","conventional"
"181",46.6297897568694,"top",92,1.09109703142354,1.04455590153114,"2-year","conventional"
"182",11.4789401870718,"bottom",92,0.93102221910861,0.964894926460187,"2-year","conventional"
"183",43.4153139790968,"top",93,0.931063901541631,0.964916525685839,"2-year","conventional"
"184",11.5080444328629,"bottom",93,1.00253544711592,1.00126692101353,"2-year","conventional"
"185",48.8244545715941,"top",94,1.12459061323619,1.06046716744847,"2-year","conventional"
"186",10.6878006381142,"bottom",94,0.92872431110829,0.963703435247737,"2-year","conventional"
"187",48.4204033634844,"top",95,0.991724409178657,0.995853608307294,"2-year","conventional"
"188",11.4792696963551,"bottom",95,1.07405350128056,1.03636552493826,"2-year","conventional"
"189",51.5582493827373,"top",96,1.06480421064851,1.03189350741659,"2-year","conventional"
"190",11.4940067604982,"bottom",96,1.00128379805797,1.00064169314394,"2-year","conventional"
"191",45.2735941559612,"top",97,0.878105728917936,0.937072958161709,"2-year","conventional"
"192",12.0630081447167,"bottom",97,1.04950418040243,1.0244531128375,"2-year","conventional"
"193",44.2534098655467,"top",98,0.977466240323218,0.988668923514448,"2-year","conventional"
"194",11.0774601455527,"bottom",98,0.918299980623353,0.95827969853449,"2-year","conventional"
"195",38.0959982736984,"top",99,0.860860177542113,0.927825510288498,"2-year","conventional"
"196",10.6700900861997,"bottom",99,0.963225319342122,0.981440430867876,"2-year","conventional"
"197",43.9223271391239,"top",100,1.15293808088626,1.07374954290386,"2-year","conventional"
"198",10.832383518998,"bottom",100,1.01521012770157,1.00757636321103,"2-year","conventional"
"199",3341.75835268517,"top",2,0.334175835268517,0.578079436815146,"2-year","low"
"200",2405.64462733376,"bottom",2,Inf,Inf,"2-year","low"
"201",4862.93447809742,"top",3,1.45520231113957,1.20631766593198,"2-year","low"
"202",1693.20481381351,"bottom",3,0.703846609168593,0.838955665794441,"2-year","low"
"203",4479.05976679451,"top",4,0.921061097361711,0.9597192804991,"2-year","low"
"204",1802.00429345008,"bottom",4,1.06425653810394,1.03162810067579,"2-year","low"
"205",3834.44554029643,"top",5,0.856082691444102,0.925247367704498,"2-year","low"
"206",1608.84220872528,"bottom",5,0.892807089624088,0.944884696470468,"2-year","low"
"207",5615.47762185053,"top",6,1.46448229941907,1.21015796465547,"2-year","low"
"208",1535.03471376256,"bottom",6,0.954123844736022,0.97679263138909,"2-year","low"
"209",4879.15179388489,"top",7,0.868875654476744,0.932134997989424,"2-year","low"
"210",2124.36552300751,"bottom",7,1.38392018366831,1.17640137014044,"2-year","low"
"211",5607.5746124226,"top",8,1.1492929200216,1.07205080104518,"2-year","low"
"212",2112.66891385626,"bottom",8,0.994494069394097,0.997243234819919,"2-year","low"
"213",11187.0781592208,"top",9,1.99499408076314,1.41244259379387,"2-year","low"
"214",1989.67843309097,"bottom",9,0.94178430895696,0.970455722306258,"2-year","low"
"215",9317.24412491963,"top",10,0.832857694592939,0.912610373923581,"2-year","low"
"216",4221.85828509483,"bottom",10,2.12187970421742,1.45666732791582,"2-year","low"
"217",6646.01804536771,"top",11,0.713302984902206,0.844572664074682,"2-year","low"
"218",3546.70173060672,"bottom",11,0.840080715908506,0.916559172071561,"2-year","low"
"219",4207.49920833721,"top",12,0.633085733384345,0.795666848237593,"2-year","low"
"220",2668.20405995897,"bottom",12,0.75230573716796,0.867355600182509,"2-year","low"
"221",4011.11511394481,"top",13,0.953325221308834,0.976383746950365,"2-year","low"
"222",1643.25991424169,"bottom",13,0.615867406433283,0.784772200344331,"2-year","low"
"223",2208.42003197642,"top",14,0.550575081801754,0.742007467483821,"2-year","low"
"224",1366.27032301115,"bottom",14,0.831438965418711,0.91183275079299,"2-year","low"
"225",2851.32001328412,"top",15,1.29111309080653,1.13627157440751,"2-year","low"
"226",1168.40432792761,"bottom",15,0.855178004124794,0.924758349043032,"2-year","low"
"227",1772.58735291329,"top",16,0.621672539264242,0.788462135593233,"2-year","low"
"228",1205.89433325397,"bottom",16,1.03208649987873,1.01591658116143,"2-year","low"
"229",1224.7991671787,"top",17,0.690966888128651,0.831244180808895,"2-year","low"
"230",869.578494036361,"bottom",17,0.72110670898494,0.849180021541334,"2-year","low"
"231",965.049773706306,"top",18,0.78792491011345,0.887651344906011,"2-year","low"
"232",485.593556376688,"bottom",18,0.558424063735393,0.747277768795107,"2-year","low"
"233",817.137718684777,"top",19,0.846731164493757,0.920179963101652,"2-year","low"
"234",377.989567463698,"bottom",19,0.77840729659617,0.88227393512229,"2-year","low"
"235",797.236065489771,"top",20,0.975644676851977,0.987747273776029,"2-year","low"
"236",387.098944507007,"bottom",20,1.02409954619762,1.01197803642056,"2-year","low"
"237",665.773857285562,"top",21,0.835102532493375,0.913839445686919,"2-year","low"
"238",312.286035819222,"bottom",21,0.806734402794449,0.898183947081247,"2-year","low"
"239",644.180571461933,"top",22,0.96756663604716,0.983649651068489,"2-year","low"
"240",324.343553410323,"bottom",22,1.03861049233108,1.01912241282933,"2-year","low"
"241",699.226708086458,"top",23,1.08545140766913,1.04184999288243,"2-year","low"
"242",236.67646138834,"bottom",23,0.729709158390221,0.854230155397373,"2-year","low"
"243",520.705930108333,"top",24,0.744688273612039,0.862953227939984,"2-year","low"
"244",247.342101940722,"bottom",24,1.0450642218065,1.02228382644278,"2-year","low"
"245",795.607937340101,"top",25,1.52794099574509,1.23609910433795,"2-year","low"
"246",283.233300034402,"bottom",25,1.14510751631876,1.07009696584878,"2-year","low"
"247",724.863903687772,"top",26,0.911081789997166,0.954506045029137,"2-year","low"
"248",332.792883585925,"bottom",26,1.17497795473026,1.08396400066158,"2-year","low"
"249",676.246314413045,"top",27,0.932928665605524,0.965882324926554,"2-year","low"
"250",282.193183444046,"bottom",27,0.847954380524441,0.920844384532176,"2-year","low"
"251",366.912174577895,"top",28,0.542571791901535,0.736594727038916,"2-year","low"
"252",221.448429726061,"bottom",28,0.784740534917886,0.885855820615232,"2-year","low"
"253",294.110003350075,"top",29,0.801581478424439,0.895310827827096,"2-year","low"
"254",146.861881971934,"bottom",29,0.66318773248294,0.814363390927502,"2-year","low"
"255",301.886963862783,"top",30,1.0264423529432,1.01313491349533,"2-year","low"
"256",108.179668453623,"bottom",30,0.736608213112077,0.85825882641082,"2-year","low"
"257",227.459531215742,"top",31,0.753459269341387,0.868020316203133,"2-year","low"
"258",118.956791681308,"bottom",31,1.09962244645171,1.04862884113098,"2-year","low"
"259",192.892730838986,"top",32,0.848030987349704,0.920885979559741,"2-year","low"
"260",85.1500437899773,"bottom",32,0.715806492311083,0.846053480762938,"2-year","low"
"261",331.35885362192,"top",33,1.71784002528595,1.3106639635261,"2-year","low"
"262",94.671684075702,"bottom",33,1.1118219070939,1.05442965962358,"2-year","low"
"263",222.057137316568,"top",34,0.670140951084815,0.818621372237993,"2-year","low"
"264",109.839007659721,"bottom",34,1.1602097156304,1.07713031506425,"2-year","low"
"265",143.88725749247,"top",35,0.647974027006131,0.804968339132746,"2-year","low"
"266",90.3962222172795,"bottom",35,0.822988336687499,0.907187046141808,"2-year","low"
"267",131.573370918125,"top",36,0.914419895208659,0.956253049777442,"2-year","low"
"268",68.67016744672,"bottom",36,0.759657491898964,0.871583324702213,"2-year","low"
"269",63.7205143252707,"top",37,0.484296433849994,0.695914099476361,"2-year","low"
"270",49.1418439725745,"bottom",37,0.715621437951245,0.845944110418203,"2-year","low"
"271",25.7401383801191,"top",38,0.403953713379099,0.635573531056084,"2-year","low"
"272",26.318408576698,"bottom",38,0.535560053289534,0.731819686322754,"2-year","low"
"273",18.8464309825908,"top",39,0.732180639601656,0.855675545754146,"2-year","low"
"274",13.6038613046805,"bottom",39,0.516895285101895,0.718954299731141,"2-year","low"
"275",21.4520023367165,"top",40,1.13825277351094,1.06688929768319,"2-year","low"
"276",8.34244453343324,"bottom",40,0.613240928188748,0.783097010713709,"2-year","low"
"277",13.7187773604035,"top",41,0.639510342441227,0.799693905467102,"2-year","low"
"278",9.08602002315577,"bottom",41,1.08913160725763,1.04361468332792,"2-year","low"
"279",10.2524240605009,"top",42,0.747327826027156,0.864481246775866,"2-year","low"
"280",7.23826323547811,"bottom",42,0.79663738545935,0.892545452881448,"2-year","low"
"281",13.2304441515008,"top",43,1.2904698511714,1.13598849077418,"2-year","low"
"282",5.81655659717451,"bottom",43,0.803584562753238,0.896428782867461,"2-year","low"
"283",19.2145871697283,"top",44,1.45230099229501,1.2051145141832,"2-year","low"
"284",5.32579369427874,"bottom",44,0.91562655762102,0.956883774353511,"2-year","low"
"285",15.8770733618053,"top",45,0.826303121766723,0.909012168107074,"2-year","low"
"286",6.85672928764551,"bottom",45,1.28745679634782,1.13466153382752,"2-year","low"
"287",10.0662458320519,"top",46,0.634011420282767,0.796248340835174,"2-year","low"
"288",6.77292488247087,"bottom",46,0.987777787096592,0.993870105746516,"2-year","low"
"289",7.55005488426227,"top",47,0.750036807190044,0.8660466541648,"2-year","low"
"290",4.84565740799152,"bottom",47,0.715445319721861,0.845840008347832,"2-year","low"
"291",7.75398059114704,"top",48,1.02700983105565,1.01341493528349,"2-year","low"
"292",3.61637816256152,"bottom",48,0.746313215745989,0.863894215599334,"2-year","low"
"293",7.25237801136567,"top",49,0.935310312698736,0.967114425855977,"2-year","low"
"294",2.93231309417511,"bottom",49,0.810842495547566,0.900467931437631,"2-year","low"
"295",3.91234436165837,"top",50,0.539456762392567,0.734477203453291,"2-year","low"
"296",2.48632065815399,"bottom",50,0.847904223833717,0.92081715005408,"2-year","low"
"297",13.5110122330929,"top",51,3.45343123818627,1.85834099082657,"2-year","low"
"298",2.24969769054797,"bottom",51,0.904830068145069,0.951225561128941,"2-year","low"
"299",8.59719187922922,"top",52,0.636309976699736,0.797690401534164,"2-year","low"
"300",4.03295162764679,"bottom",52,1.79266380749338,1.33890395753145,"2-year","low"
"301",6.35710025261937,"top",53,0.739439149657471,0.85990647727382,"2-year","low"
"302",2.92734560771451,"bottom",53,0.725856860679135,0.851972335630175,"2-year","low"
"303",6.66132087098217,"top",54,1.04785524944922,1.02364801052374,"2-year","low"
"304",2.46599563213683,"bottom",54,0.842399894852912,0.917823455166031,"2-year","low"
"305",6.32629022552134,"top",55,0.949705073220496,0.974528128491167,"2-year","low"
"306",2.52720687639039,"bottom",55,1.02482212192749,1.01233498503583,"2-year","low"
"307",5.34272436891198,"top",56,0.844527231355671,0.918981627322152,"2-year","low"
"308",2.39879080259796,"bottom",56,0.94918656047033,0.97426205944311,"2-year","low"
"309",6.39821969443812,"top",57,1.19755751048432,1.09432970830747,"2-year","low"
"310",2.41067105761981,"bottom",57,1.00495260153949,1.00247324230599,"2-year","low"
"311",2.93054056969545,"top",58,0.458024373911844,0.676774980264374,"2-year","low"
"312",2.05971174685113,"bottom",58,0.854414267902976,0.924345318537924,"2-year","low"
"313",2.70653737632784,"top",59,0.923562500487446,0.961021592102616,"2-year","low"
"314",1.37413013732275,"bottom",59,0.667146817715398,0.816790559271713,"2-year","low"
"315",2.67336942496287,"top",60,0.987745245399135,0.993853734409211,"2-year","low"
"316",1.01070096452992,"bottom",60,0.735520557389923,0.8576249514735,"2-year","low"
"317",1.36225267787555,"top",61,0.509563947711591,0.713837479901127,"2-year","low"
"318",0.970369575955733,"bottom",61,0.960095626708986,0.979844695198676,"2-year","low"
"319",1.31947194265302,"top",62,0.968595594695955,0.984172543152853,"2-year","low"
"320",0.685445880623755,"bottom",62,0.706376104123677,0.84046183977839,"2-year","low"
"321",1.76185135121947,"top",63,1.33527003816161,1.15553885186159,"2-year","low"
"322",0.622176867428427,"bottom",63,0.907696559299834,0.952731105454123,"2-year","low"
"323",1.40323765900484,"top",64,0.796456328755311,0.892444019956048,"2-year","low"
"324",0.631502783886591,"bottom",64,1.01498917260732,1.0074667104214,"2-year","low"
"325",1.43476996416308,"top",65,1.02247110812334,1.01117313459335,"2-year","low"
"326",0.601902024784314,"bottom",65,0.953126478841314,0.976281966872949,"2-year","low"
"327",1.2950469558007,"top",66,0.902616438974673,0.95006128169433,"2-year","low"
"328",0.487481839510447,"bottom",66,0.809902308743905,0.899945725443432,"2-year","low"
"329",1.08349632557507,"top",67,0.836646363069644,0.914683750303701,"2-year","low"
"330",0.452245555958372,"bottom",67,0.927717751316724,0.963181058429164,"2-year","low"
"331",0.968437014577291,"top",68,0.893807382376945,0.945413868301574,"2-year","low"
"332",0.417906709000264,"bottom",68,0.92407034960169,0.961285779361003,"2-year","low"
"333",0.844789914786339,"top",69,0.872323033992125,0.93398235207745,"2-year","low"
